channel,h,var,coef,se,p,n
F,3,infl_z,0.12707431360833576,0.14984081094062895,0.3980243848901038,2559
F,3,gov_eff_z,-0.16970143780182784,0.9344707879972981,0.8561895046541552,2559
F,3,growth_lag,-0.11976323436218639,0.06585663697857444,0.07137503484183691,2559
F,4,M_z,-0.3345015003920993,0.49365638887652846,0.4992776905521304,2438
F,4,MxW_F,0.6578690996093629,0.12557962817580182,6.654445897821338e-07,2438
F,4,MxW_T,-0.6218297698001696,0.6395667264126011,0.3327952906472097,2438
F,4,MxW_I,0.014737537812760215,0.3609309458858965,0.9674949631021177,2438
F,4,W_F,-4.059659964188983,0.2517470672499272,2.50347653948802e-32,2438
F,4,W_T,-4.015150703619483,1.1231973991578295,0.000499151180888501,2438
F,4,W_I,0.5509658322005586,0.6315676118914897,0.38467470586148333,2438
F,4,infl_z,0.005175912229601065,0.21336741542570847,0.9806853272067934,2438
F,4,gov_eff_z,-0.3521305660713272,1.1216627749061416,0.754092794652281,2438
F,4,growth_lag,-0.12487706199000359,0.07608610464772567,0.10325728314242921,2438
