iso3,year,v2smgovdom,v2smpardom,v2smfordom,v2smgovab,v2smparab
SLE,2018,0.001,0.008,2.114,0.753,-0.766
SLE,2019,0.001,-0.371,1.312,0.394,-1.143
SLE,2020,-0.334,-0.452,1.312,0.586,-1.069
SLE,2021,-0.247,-0.11,1.554,0.822,-0.894
SLE,2022,-0.247,-0.11,1.006,0.822,-1.072
SLE,2023,-0.674,-0.501,1.006,0.429,-1.167
SLE,2024,-0.674,-0.501,1.006,0.429,-1.397
SLE,2025,-0.7,-0.501,1.078,0.429,-1.033
ESP,2000,2.154,1.941,1.478,1.989,2.067
ESP,2001,2.154,1.941,1.478,1.989,2.067
ESP,2002,2.154,1.762,1.478,1.989,2.067
ESP,2003,1.521,1.532,1.478,1.368,1.546
ESP,2004,1.32,1.367,1.478,1.508,1.546
ESP,2005,1.706,1.571,1.478,2.698,2.416
ESP,2006,1.938,1.571,1.478,2.698,2.416
ESP,2007,1.938,1.571,1.478,2.698,2.416
ESP,2008,1.938,1.571,1.478,2.698,2.416
ESP,2009,1.938,1.571,1.478,2.698,2.416
ESP,2010,1.938,1.965,1.374,2.698,2.088
ESP,2011,1.938,1.585,1.124,2.698,2.088
ESP,2012,1.582,1.439,1.124,1.597,2.088
ESP,2013,1.582,1.344,1.124,1.597,1.587
ESP,2014,1.582,1.344,1.124,1.597,1.587
ESP,2015,1.582,1.344,1.187,1.597,1.587
ESP,2016,1.582,1.344,1.187,1.597,1.587
ESP,2017,1.373,1.268,1.116,1.43,1.496
ESP,2018,1.949,1.35,1.218,1.569,1.496
ESP,2019,1.949,1.131,1.218,1.918,1.496
ESP,2020,1.717,1.206,1.091,2.261,1.926
ESP,2021,1.693,1.229,1.091,2.655,2.138
ESP,2022,1.61,1.195,0.914,2.188,1.397
ESP,2023,1.61,1.195,0.914,2.188,0.9
ESP,2024,1.61,1.195,0.346,2.188,0.672
ESP,2025,1.61,1.195,-0.197,2.188,0.672
SYR,2000,-0.625,-0.638,-0.591,-0.717,-1.041
SYR,2001,-0.625,-0.638,-0.591,-0.717,-1.041
SYR,2002,-0.625,-0.638,-0.591,-0.717,-1.041
SYR,2003,-0.625,-0.638,-0.591,-0.717,-1.041
SYR,2004,-0.625,-0.638,-0.591,-0.717,-1.041
SYR,2005,-0.625,-0.659,-0.591,-0.717,-1.041
SYR,2006,-0.625,-0.659,-0.591,-0.717,-1.041
SYR,2007,-0.625,-0.659,-0.591,-0.792,-1.041
SYR,2008,-0.625,-0.659,-0.591,-0.792,-1.041
SYR,2009,-0.625,-0.659,-0.591,-0.792,-1.041
SYR,2010,-0.625,-0.659,-0.591,-0.72,-1.041
SYR,2011,-2.453,-2.756,-2.163,-1.871,-2.946
SYR,2012,-3.07,-2.756,-2.163,-2.472,-2.946
SYR,2013,-3.158,-2.756,-2.163,-2.472,-2.946
SYR,2014,-3.158,-2.756,-2.163,-2.472,-2.946
SYR,2015,-3.158,-2.756,-2.018,-2.472,-2.946
SYR,2016,-3.158,-2.756,-2.018,-2.472,-2.946
SYR,2017,-3.158,-2.756,-2.018,-2.472,-2.946
SYR,2018,-3.158,-2.756,-2.018,-2.472,-2.946
SYR,2019,-3.158,-2.756,-2.135,-2.728,-2.946
SYR,2020,-3.158,-3.126,-2.135,-2.636,-2.799
SYR,2021,-2.927,-2.647,-2.002,-2.542,-2.799
SYR,2022,-3.117,-3.188,-2.002,-2.646,-2.836
SYR,2023,-2.271,-2.352,-2.171,-2.393,-2.58
SYR,2024,-2.456,-2.924,-2.332,-2.997,-2.954
SYR,2025,-0.764,-0.063,-1.734,-0.687,-0.715
TUN,2000,-1.063,-0.206,0.427,0.449,-0.31
TUN,2001,-1.063,-0.206,0.427,0.449,-0.31
TUN,2002,-1.063,-0.206,0.427,0.449,-0.31
TUN,2003,-1.063,-0.206,0.427,0.449,-0.31
TUN,2004,-1.063,-0.206,0.427,0.449,-0.31
TUN,2005,-1.063,-0.206,0.427,0.449,-0.31
TUN,2006,-1.063,-0.206,0.427,0.449,-0.31
TUN,2007,-1.063,-0.206,0.427,0.449,-0.31
TUN,2008,-1.063,-0.206,0.427,0.449,-0.31
TUN,2009,-1.063,-0.206,-0.094,0.449,-0.31
TUN,2010,-1.403,-1.117,-0.094,0.449,-0.31
TUN,2011,0.45,0.011,-0.662,1.03,0.04
TUN,2012,0.578,0.011,-0.56,1.13,0.04
TUN,2013,0.578,0.011,-0.56,1.13,0.04
TUN,2014,0.578,0.011,-0.56,1.13,0.04
TUN,2015,0.578,0.011,-0.56,1.13,0.04
TUN,2016,0.578,0.011,-0.56,1.13,0.04
TUN,2017,0.578,0.011,-0.56,1.13,0.04
TUN,2018,0.578,0.011,-0.56,1.13,0.04
TUN,2019,0.578,0.011,-0.56,1.13,0.04
TUN,2020,0.578,0.011,-0.56,1.13,0.04
TUN,2021,0.061,0.382,-1.231,0.035,0.008
TUN,2022,0.003,-0.189,-1.231,0.574,-0.114
TUN,2023,0.003,-0.189,-1.077,0.545,-0.114
TUN,2024,0.0,-0.189,-1.077,0.493,-0.114
TUN,2025,0.0,-0.189,-1.077,0.493,-0.114
TUR,2000,0.317,0.18,0.672,-0.203,-0.374
TUR,2001,0.317,0.18,0.672,-0.203,-0.374
TUR,2002,0.317,0.18,0.672,-0.203,-0.374
TUR,2003,0.317,0.18,0.672,-0.203,-0.374
TUR,2004,0.317,0.18,0.672,-0.203,-0.374
TUR,2005,0.317,0.18,0.672,-0.203,-0.374
TUR,2006,0.242,0.18,0.672,-0.203,-0.374
TUR,2007,-0.334,-0.195,0.672,-0.298,-0.79
TUR,2008,-0.334,-0.255,0.672,-0.523,-0.79
TUR,2009,-0.334,-0.255,0.672,-0.523,-0.79
TUR,2010,-0.403,-0.5,0.672,-0.523,-0.79
TUR,2011,-0.403,-0.5,0.672,-0.523,-0.79
TUR,2012,-1.167,-0.598,0.672,-0.698,-0.79
TUR,2013,-1.777,-0.962,0.513,-1.414,-1.628
TUR,2014,-2.018,-1.055,0.409,-1.739,-1.768
TUR,2015,-2.141,-1.055,0.305,-1.739,-1.768
TUR,2016,-2.141,-1.055,0.305,-1.778,-1.768
TUR,2017,-1.727,-0.831,0.305,-1.778,-1.491
TUR,2018,-1.727,-0.831,0.305,-1.517,-1.491
TUR,2019,-1.669,-0.831,0.305,-1.707,-1.449
TUR,2020,-2.037,-0.761,-1.201,-1.492,-1.345
TUR,2021,-2.147,-0.761,-0.768,-1.492,-1.345
TUR,2022,-2.487,-0.476,-0.028,-1.668,-1.335
TUR,2023,-1.913,-0.476,-0.817,-1.353,-1.062
TUR,2024,-1.913,-0.476,-0.082,-1.353,-1.062
TUR,2025,-1.913,-0.476,-0.35,-1.724,-0.637
UKR,2000,1.364,2.148,0.954,1.532,0.269
UKR,2001,1.702,2.148,0.954,1.532,0.269
UKR,2002,1.498,2.148,0.954,1.532,0.269
UKR,2003,1.363,1.876,0.954,1.532,0.269
UKR,2004,1.05,1.73,0.954,1.268,0.044
UKR,2005,1.301,1.73,0.954,1.182,0.044
UKR,2006,1.301,1.855,0.954,1.396,0.046
UKR,2007,1.272,1.374,0.301,1.213,-0.424
UKR,2008,1.019,1.445,0.256,0.997,-0.652
UKR,2009,1.256,1.445,0.256,1.203,-0.652
UKR,2010,1.286,1.053,-0.476,1.304,-0.652
UKR,2011,1.271,0.293,-0.358,1.214,-0.652
UKR,2012,1.117,0.293,-0.358,1.214,-0.652
UKR,2013,1.117,0.271,-0.598,1.198,-0.659
UKR,2014,-0.513,-0.454,-1.815,-0.255,-1.528
UKR,2015,-0.206,-0.205,-1.201,-0.169,-1.844
UKR,2016,-0.206,-0.137,-1.257,-0.169,-1.844
UKR,2017,-0.186,-0.233,-1.257,-0.169,-1.601
UKR,2018,-0.2,-0.233,-1.197,-0.169,-1.601
UKR,2019,-0.116,-0.623,-1.248,-0.076,-1.386
UKR,2020,-0.432,-0.44,-1.46,-0.317,-1.597
UKR,2021,-0.456,-0.275,-1.46,-0.317,-1.871
UKR,2022,-0.359,0.122,-1.949,-0.127,-1.681
UKR,2023,-0.129,0.219,-1.949,-0.115,-1.573
UKR,2024,-0.326,0.182,-1.971,0.045,-1.573
UKR,2025,-0.326,0.202,-1.971,-0.09,-1.768
GBR,2000,0.971,2.14,-0.494,0.962,1.571
GBR,2001,0.971,2.14,-0.494,0.962,1.571
GBR,2002,0.849,2.14,-0.494,0.842,1.571
GBR,2003,0.849,2.14,-0.494,0.842,1.571
GBR,2004,0.849,2.14,-0.494,0.842,1.571
GBR,2005,0.849,2.14,-0.494,0.842,1.571
GBR,2006,0.849,2.14,-0.494,0.842,1.571
GBR,2007,0.849,2.14,-0.494,0.842,1.571
GBR,2008,0.849,2.14,-0.494,0.842,1.571
GBR,2009,0.849,2.14,-0.494,0.842,1.571
GBR,2010,0.849,1.782,-0.494,0.842,1.571
GBR,2011,0.849,1.782,-0.494,0.842,1.571
GBR,2012,0.849,1.782,-0.494,0.842,1.571
GBR,2013,0.849,1.782,-0.494,0.842,1.571
GBR,2014,0.849,1.782,-0.494,0.842,1.571
GBR,2015,0.849,1.782,-0.494,0.842,1.571
GBR,2016,0.849,1.615,-0.716,0.842,1.571
GBR,2017,0.849,1.615,-0.716,0.842,1.571
GBR,2018,0.849,1.615,-0.716,0.842,1.571
GBR,2019,0.849,1.297,-0.528,0.842,1.571
GBR,2020,0.67,1.297,-0.738,0.842,1.571
GBR,2021,0.67,1.297,-0.738,0.842,1.571
GBR,2022,0.67,1.297,-0.725,0.691,1.154
GBR,2023,0.5,1.107,-0.572,0.691,1.146
GBR,2024,0.848,1.433,-0.572,0.691,1.146
GBR,2025,0.848,1.433,-0.572,0.691,1.146
URY,2000,2.285,2.311,1.93,1.95,1.823
URY,2001,2.285,2.311,1.93,1.95,1.823
URY,2002,2.285,2.311,1.93,1.95,1.823
URY,2003,2.285,2.311,1.93,1.95,1.823
URY,2004,2.285,2.311,1.93,1.95,1.823
URY,2005,2.679,2.179,1.93,2.239,1.828
URY,2006,2.679,2.179,1.93,2.239,1.828
URY,2007,2.679,2.179,1.93,2.239,1.828
URY,2008,2.679,2.179,1.93,2.239,1.828
URY,2009,2.679,1.277,1.93,2.239,1.828
URY,2010,2.271,1.144,1.93,1.892,1.623
URY,2011,2.271,1.144,1.93,1.892,1.623
URY,2012,2.271,1.144,1.93,1.892,1.623
URY,2013,2.271,1.144,1.93,1.892,1.623
URY,2014,2.271,1.144,1.93,1.892,1.623
URY,2015,2.271,1.144,1.93,1.892,1.623
URY,2016,2.271,1.144,1.93,1.892,1.261
URY,2017,2.271,0.929,1.93,1.892,1.261
URY,2018,2.271,0.929,1.93,1.892,1.261
URY,2019,2.271,0.58,1.93,1.892,1.036
URY,2020,1.947,0.79,2.543,2.49,2.079
URY,2021,1.947,0.632,1.374,2.182,1.704
URY,2022,1.947,0.774,1.374,2.182,1.507
URY,2023,2.093,0.774,2.552,1.834,1.972
URY,2024,2.522,1.262,1.829,2.412,1.632
URY,2025,2.003,1.384,2.588,2.197,1.384
DZA,2000,-0.877,-0.385,-0.388,-0.361,-1.389
DZA,2001,-0.877,-0.385,-0.388,-0.361,-1.389
DZA,2002,-0.877,-0.385,-0.388,-0.361,-1.389
DZA,2003,-0.877,-0.385,-0.388,-0.361,-1.389
DZA,2004,-0.877,-0.385,-0.388,-0.361,-1.389
DZA,2005,-0.877,-0.385,-0.388,-0.361,-1.389
DZA,2006,-0.877,-0.385,-0.388,-0.361,-1.389
DZA,2007,-0.877,-0.385,-0.388,-0.361,-1.389
DZA,2008,-0.877,-0.824,-0.388,-0.361,-1.389
DZA,2009,-0.877,-0.824,-0.388,-0.361,-1.389
DZA,2010,-0.877,-0.824,-0.388,-0.361,-1.389
DZA,2011,-0.877,-0.824,-0.388,-0.361,-1.389
DZA,2012,-1.085,-0.824,-0.388,-0.361,-1.389
DZA,2013,-1.085,-0.824,-0.388,-0.361,-1.389
DZA,2014,-0.971,-0.824,-0.388,-0.361,-1.389
DZA,2015,-0.971,-0.824,-0.388,-0.361,-1.389
DZA,2016,-0.971,-0.824,-0.388,-0.361,-1.389
DZA,2017,-0.971,-0.824,-0.388,-0.361,-1.389
DZA,2018,-0.971,-0.824,-0.388,-0.361,-1.389
DZA,2019,-1.11,-0.79,-0.388,-1.223,-1.344
DZA,2020,-1.433,-0.446,-1.032,-1.036,-1.176
DZA,2021,-1.665,-0.446,-1.254,-1.036,-1.285
DZA,2022,-1.078,-0.992,-1.72,-1.171,-1.727
DZA,2023,-1.078,-0.992,-1.72,-1.171,-1.727
DZA,2024,-1.078,-0.992,-1.72,-1.171,-1.727
DZA,2025,-1.078,-0.992,-1.72,-1.171,-1.727
AGO,2000,1.143,0.402,0.332,1.289,1.22
AGO,2001,1.143,0.402,0.332,1.289,1.22
AGO,2002,1.143,0.402,0.332,1.289,1.22
AGO,2003,1.143,0.402,0.332,1.289,1.22
AGO,2004,1.143,0.402,0.332,1.289,1.22
AGO,2005,1.143,0.402,0.332,1.289,1.22
AGO,2006,1.143,0.402,0.332,1.289,1.22
AGO,2007,1.143,0.402,0.332,1.289,1.22
AGO,2008,1.143,0.402,0.332,1.289,1.22
AGO,2009,1.143,0.402,0.332,1.289,1.22
AGO,2010,1.143,0.402,0.332,1.289,0.945
AGO,2011,1.143,0.402,0.332,1.289,0.945
AGO,2012,1.034,0.402,0.332,1.289,0.945
AGO,2013,1.034,0.402,0.332,1.289,0.945
AGO,2014,1.034,0.402,0.332,1.289,0.945
AGO,2015,1.034,0.402,0.332,1.001,0.802
AGO,2016,1.034,0.402,0.332,1.001,0.802
AGO,2017,1.189,0.402,0.332,1.129,0.802
AGO,2018,1.189,0.402,0.332,1.129,0.802
AGO,2019,1.131,0.402,0.332,0.995,0.963
AGO,2020,1.131,0.402,0.332,0.995,0.963
AGO,2021,1.131,0.402,0.452,0.995,0.963
AGO,2022,1.131,0.769,0.452,0.995,0.963
AGO,2023,0.72,0.337,0.452,0.682,0.545
AGO,2024,0.673,0.315,0.61,0.735,0.4
AGO,2025,0.673,0.315,1.005,0.735,0.4
ARM,2000,-0.169,0.906,0.16,1.366,0.977
ARM,2001,-0.169,0.906,0.16,1.366,0.977
ARM,2002,-0.169,0.906,0.16,1.366,0.977
ARM,2003,-0.169,0.906,0.16,1.366,0.977
ARM,2004,-0.169,0.906,0.16,1.366,0.977
ARM,2005,-0.169,0.906,0.16,1.366,0.977
ARM,2006,-0.169,0.906,0.16,1.366,0.977
ARM,2007,-0.719,0.702,0.16,1.366,0.977
ARM,2008,-0.719,0.349,0.16,1.366,0.977
ARM,2009,-0.824,0.349,0.16,1.366,0.977
ARM,2010,-0.544,0.349,0.16,1.366,0.977
ARM,2011,-0.867,-0.772,-0.363,1.366,0.28
ARM,2012,-0.867,-0.772,-0.363,0.636,0.28
ARM,2013,-0.867,-0.772,-0.363,0.636,0.28
ARM,2014,-0.867,-0.772,-0.363,0.636,0.28
ARM,2015,-1.045,-0.772,-0.363,0.636,0.28
ARM,2016,-1.045,-0.772,-0.363,0.636,0.28
ARM,2017,-1.045,-0.772,-0.363,0.636,0.28
ARM,2018,1.242,0.048,-0.363,1.11,1.132
ARM,2019,0.707,-0.106,-0.363,1.087,0.635
ARM,2020,-0.133,-0.816,-1.587,0.147,-0.334
ARM,2021,-0.744,-0.646,-1.284,0.419,-0.29
ARM,2022,-0.744,-0.646,-1.284,0.419,-0.29
ARM,2023,-1.092,-0.583,-2.622,0.445,-0.352
ARM,2024,-1.257,-0.865,-2.622,0.445,-0.352
ARM,2025,-1.699,-0.831,-2.298,0.445,-1.139
AZE,2000,-2.38,-0.581,-0.477,-1.771,-0.615
AZE,2001,-2.38,-0.581,-0.477,-1.771,-0.615
AZE,2002,-2.38,-0.581,-0.477,-1.771,-0.615
AZE,2003,-2.38,-0.672,-0.498,-1.815,-0.676
AZE,2004,-2.38,-0.672,-0.468,-1.815,-0.676
AZE,2005,-2.38,-0.672,-0.468,-1.815,-0.755
AZE,2006,-2.38,-0.672,-0.468,-1.815,-0.687
AZE,2007,-2.38,-0.672,-0.468,-1.815,-0.687
AZE,2008,-2.466,-0.672,-0.642,-1.815,-0.758
AZE,2009,-2.466,-0.672,-0.642,-1.815,-0.758
AZE,2010,-3.179,-1.065,-0.642,-1.815,-0.82
AZE,2011,-3.179,-1.065,-0.642,-1.854,-0.745
AZE,2012,-3.179,-1.065,-0.642,-1.854,-0.745
AZE,2013,-3.179,-1.065,-0.609,-1.854,-0.817
AZE,2014,-3.179,-1.065,-0.572,-1.854,-0.753
AZE,2015,-3.179,-1.065,-0.572,-1.874,-0.822
AZE,2016,-3.179,-1.094,-0.572,-1.874,-0.822
AZE,2017,-3.179,-1.094,-0.572,-1.874,-0.753
AZE,2018,-3.179,-1.094,-0.572,-1.874,-0.819
AZE,2019,-2.28,-1.427,-0.418,-1.608,-0.819
AZE,2020,-2.28,-1.492,-0.566,-2.035,-0.703
AZE,2021,-3.265,-1.548,-0.566,-2.035,-1.032
AZE,2022,-3.265,-1.434,-1.072,-2.017,-1.115
AZE,2023,-3.033,-1.254,-1.072,-2.916,-1.082
AZE,2024,-3.033,-1.791,-1.028,-2.916,-1.381
AZE,2025,-3.033,-1.791,-1.028,-2.916,-1.927
BLR,2000,1.182,3.042,2.012,2.452,2.51
BLR,2001,1.182,3.042,2.012,2.452,2.51
BLR,2002,1.182,3.042,2.012,2.452,2.51
BLR,2003,1.182,3.042,2.012,2.452,2.51
BLR,2004,1.182,2.542,2.012,2.058,2.51
BLR,2005,1.182,2.542,2.012,2.058,2.51
BLR,2006,1.182,2.542,2.012,2.058,2.51
BLR,2007,1.182,2.542,2.012,2.058,2.51
BLR,2008,0.976,2.369,2.012,1.593,2.046
BLR,2009,0.976,2.369,2.012,1.593,1.675
BLR,2010,0.619,2.369,1.262,1.593,1.675
BLR,2011,0.619,2.369,1.262,1.131,1.675
BLR,2012,0.619,2.369,1.262,1.131,1.675
BLR,2013,0.619,1.897,1.262,1.131,1.675
BLR,2014,0.619,1.897,0.783,1.131,1.675
BLR,2015,0.333,1.897,0.783,0.786,1.675
BLR,2016,0.333,1.539,0.717,0.786,1.675
BLR,2017,0.333,1.539,0.717,0.786,1.675
BLR,2018,0.333,1.539,0.524,0.786,1.675
BLR,2019,0.333,1.539,-0.321,0.786,1.675
BLR,2020,-2.426,0.301,-0.563,-0.546,0.222
BLR,2021,-2.426,-0.817,-2.187,-2.074,-2.099
BLR,2022,-2.426,-0.728,-2.187,-2.074,-1.658
BLR,2023,-2.426,-1.097,-2.187,-2.074,-2.027
BLR,2024,-3.299,-1.773,-3.319,-2.074,-3.135
BLR,2025,-3.299,-2.506,-3.319,-3.385,-3.135
CMR,2000,-0.619,1.548,1.361,1.732,-0.432
CMR,2001,-0.619,1.548,1.361,1.732,-0.432
CMR,2002,-0.619,1.548,1.361,1.732,-0.432
CMR,2003,-0.619,1.548,1.361,1.732,-0.432
CMR,2004,-0.619,1.548,1.361,1.732,-0.432
CMR,2005,-0.619,1.548,1.361,1.732,-0.432
CMR,2006,-0.619,1.548,1.249,1.732,-0.432
CMR,2007,-0.619,1.548,1.249,1.732,-0.432
CMR,2008,-0.619,1.548,1.249,1.732,-0.432
CMR,2009,-0.619,1.548,1.249,1.732,-0.432
CMR,2010,-0.619,1.447,1.249,1.732,-0.566
CMR,2011,-0.619,1.125,1.249,1.732,-0.566
CMR,2012,-0.619,1.125,1.249,1.732,-0.566
CMR,2013,-0.619,1.125,1.249,1.732,-0.63
CMR,2014,-0.619,1.125,1.249,1.732,-0.63
CMR,2015,-0.275,1.125,1.249,1.732,-0.63
CMR,2016,-0.536,0.8,1.249,1.589,-0.863
CMR,2017,-0.536,0.8,1.249,1.033,-0.887
CMR,2018,-0.536,0.75,1.249,1.033,-0.887
CMR,2019,-0.651,0.312,1.692,0.651,-1.107
CMR,2020,-0.59,0.409,1.692,0.77,-0.866
CMR,2021,-0.903,0.409,1.692,0.652,-0.774
CMR,2022,-1.032,0.409,1.356,0.652,-0.774
CMR,2023,-1.032,0.409,1.356,0.585,-0.87
CMR,2024,-0.932,0.409,1.046,0.585,-0.79
CMR,2025,-1.022,0.409,0.489,0.761,-0.955
TCD,2000,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2001,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2002,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2003,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2004,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2005,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2006,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2007,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2008,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2009,-0.382,-0.259,-0.204,-0.496,-0.307
TCD,2010,-1.047,-0.883,-1.052,-1.133,-1.41
TCD,2011,-1.047,-0.883,-1.052,-1.133,-1.41
TCD,2012,-1.047,-0.883,-1.052,-1.133,-1.41
TCD,2013,-1.047,-0.883,-1.052,-1.133,-1.41
TCD,2014,-1.047,-0.883,-1.052,-1.133,-1.41
TCD,2015,-1.047,-0.883,-1.052,-1.133,-1.41
TCD,2016,-1.047,-1.143,-1.322,-1.38,-1.662
TCD,2017,-1.305,-1.143,-1.322,-1.38,-1.662
TCD,2018,-1.305,-1.143,-1.322,-1.38,-1.662
TCD,2019,-1.305,-0.824,-1.286,-1.38,-1.364
TCD,2020,-1.806,-1.168,-1.67,-2.009,-1.656
TCD,2021,-1.806,-1.168,-1.67,-2.009,-1.656
TCD,2022,-1.806,-1.168,-1.67,-2.009,-1.656
TCD,2023,-1.806,-1.168,-1.67,-2.009,-1.656
TCD,2024,-1.806,-1.168,-1.67,-2.009,-1.656
TCD,2025,-1.806,-1.168,-1.336,-2.009,-1.656
CHN,2000,-1.106,-0.885,-0.78,-1.554,-1.663
CHN,2001,-1.106,-0.885,-0.78,-1.554,-1.663
CHN,2002,-1.106,-0.885,-0.78,-1.554,-1.663
CHN,2003,-1.106,-0.885,-0.78,-1.554,-1.663
CHN,2004,-1.106,-0.885,-0.78,-1.554,-1.663
CHN,2005,-1.106,-0.885,-0.78,-1.112,-1.29
CHN,2006,-1.106,-0.885,-0.78,-1.112,-1.29
CHN,2007,-1.106,-0.885,-0.78,-1.112,-1.29
CHN,2008,-1.106,-0.885,-0.78,-1.112,-1.29
CHN,2009,-1.106,-0.885,-0.78,-1.527,-1.604
CHN,2010,-1.269,-1.036,-0.78,-1.527,-1.604
CHN,2011,-1.328,-1.129,-0.78,-1.571,-1.623
CHN,2012,-1.328,-1.129,-0.826,-1.571,-1.623
CHN,2013,-2.201,-1.951,-0.826,-2.094,-2.195
CHN,2014,-2.201,-1.951,-0.882,-2.094,-2.374
CHN,2015,-2.201,-1.951,-0.882,-2.156,-2.427
CHN,2016,-2.201,-1.853,-0.882,-2.156,-2.427
CHN,2017,-2.422,-2.112,-0.929,-2.156,-2.427
CHN,2018,-2.422,-2.112,-0.929,-2.156,-2.427
CHN,2019,-2.422,-2.112,-0.846,-2.653,-2.427
CHN,2020,-2.422,-2.346,-0.846,-2.748,-2.708
CHN,2021,-2.552,-2.535,-0.389,-2.932,-2.853
CHN,2022,-2.373,-2.516,-0.829,-3.084,-3.042
CHN,2023,-2.527,-2.539,-0.788,-3.084,-3.042
CHN,2024,-2.331,-2.834,-0.862,-3.084,-3.421
CHN,2025,-2.202,-2.568,0.856,-2.881,-3.522
COD,2000,-1.218,-0.865,-0.551,-1.158,-0.733
COD,2001,-1.218,-0.865,-0.551,-1.158,-0.733
COD,2002,-1.218,-0.865,-0.551,-1.158,-0.733
COD,2003,-1.218,-0.865,-0.551,-1.158,-0.733
COD,2004,-1.218,-0.865,-0.551,-1.158,-0.733
COD,2005,-1.218,-0.865,-0.551,-1.158,-0.733
COD,2006,-1.218,-0.865,-0.551,-1.158,-0.733
COD,2007,-1.218,-0.865,-0.551,-1.158,-0.733
COD,2008,-1.534,-0.865,-0.551,-1.158,-0.733
COD,2009,-1.534,-0.865,-0.551,-1.158,-0.733
COD,2010,-1.566,-0.865,-0.551,-1.158,-0.733
COD,2011,-1.566,-0.865,-0.551,-1.158,-0.733
COD,2012,-1.566,-0.865,-0.551,-1.397,-0.733
COD,2013,-1.566,-1.252,-0.551,-1.397,-0.856
COD,2014,-1.566,-1.252,-0.551,-1.397,-0.856
COD,2015,-1.566,-1.252,-0.551,-1.397,-0.856
COD,2016,-1.566,-1.252,-0.551,-1.397,-0.856
COD,2017,-1.566,-1.252,-0.551,-1.397,-0.856
COD,2018,-1.566,-1.252,-0.551,-1.397,-0.856
COD,2019,-0.974,-0.685,-0.997,-0.59,-0.473
COD,2020,-1.04,-0.94,-0.763,-0.641,-1.111
COD,2021,-0.146,-0.241,-0.37,-0.214,-0.648
COD,2022,-0.441,-0.241,-0.62,-0.487,-1.133
COD,2023,-0.441,-0.241,-0.62,-0.487,-1.133
COD,2024,-0.441,-0.241,-0.867,-0.25,-0.548
COD,2025,-0.786,-0.096,-0.658,-0.605,-0.604
COG,2000,-0.887,-0.687,-0.272,-0.847,-0.557
COG,2001,-0.887,-0.687,-0.272,-0.847,-0.557
COG,2002,-0.887,-0.687,-0.272,-0.847,-0.557
COG,2003,-0.887,-0.687,-0.272,-0.847,-0.557
COG,2004,-0.887,-0.687,-0.272,-0.847,-0.661
COG,2005,-0.887,-0.687,-0.272,-0.847,-0.661
COG,2006,-0.887,-0.687,-0.272,-0.847,-0.661
COG,2007,-0.887,-0.687,-0.272,-0.847,-0.661
COG,2008,-0.887,-0.687,-0.272,-0.847,-0.661
COG,2009,-0.887,-0.687,-0.272,-0.847,-0.661
COG,2010,-0.887,-0.953,-0.272,-0.847,-0.76
COG,2011,-0.887,-0.953,-0.272,-0.847,-0.76
COG,2012,-0.887,-0.953,-0.272,-0.847,-0.76
COG,2013,-0.887,-0.953,-0.272,-0.847,-0.76
COG,2014,-0.887,-0.953,-0.272,-0.847,-0.76
COG,2015,-0.887,-0.953,-0.272,-0.847,-0.76
COG,2016,-0.887,-0.953,-0.272,-0.847,-0.76
COG,2017,-0.887,-1.751,-0.272,-0.847,-0.847
COG,2018,-0.887,-1.751,-0.272,-0.847,-0.847
COG,2019,-1.582,-1.751,-0.73,-1.638,-0.847
COG,2020,-0.922,-1.1,-0.092,-0.354,-0.676
COG,2021,-0.922,-1.734,0.206,-1.029,-0.925
COG,2022,-0.922,-1.06,0.206,-1.435,-0.68
COG,2023,-0.922,-1.06,0.206,-1.435,-0.68
COG,2024,-0.922,-1.06,-0.318,-1.015,-0.82
COG,2025,-0.922,-1.06,-0.318,-1.015,-0.82
DJI,2000,-1.463,-0.702,-0.204,-0.699,-0.421
DJI,2001,-1.275,-0.702,-0.204,-0.699,-0.421
DJI,2002,-1.133,-0.702,-0.204,-1.201,-0.421
DJI,2003,-1.133,-0.702,-0.204,-1.201,-0.421
DJI,2004,-1.133,-0.702,-0.204,-1.201,-0.421
DJI,2005,-1.062,-0.775,-0.322,-1.281,-0.5
DJI,2006,-1.199,-0.775,-0.322,-1.281,-0.5
DJI,2007,-1.199,-0.775,-0.322,-1.281,-0.5
DJI,2008,-1.34,-0.775,-0.322,-1.281,-0.5
DJI,2009,-1.191,-0.809,-0.322,-1.279,-0.565
DJI,2010,-1.188,-0.809,-0.322,-1.279,-0.565
DJI,2011,-0.953,-0.713,-0.322,-1.113,-0.536
DJI,2012,-1.007,-0.713,-0.322,-1.113,-0.536
DJI,2013,-1.142,-0.713,-0.322,-1.113,-0.536
DJI,2014,-1.013,-0.713,-0.322,-1.113,-0.536
DJI,2015,-1.013,-0.713,-0.322,-1.113,-0.536
DJI,2016,-0.785,-0.713,-0.322,-1.113,-0.536
