q0.1,q0.25,q0.5,q0.75,q0.9
0.019913206048597584,0.06385445370782862,0.06557629556074576,0.22408276239664635,-0.17316739485659724
-1.1463052596093102,-1.0415760674762904,-0.7440516784564831,-0.9416892742329243,-1.1482666518104034
-1.2693842756594367,-1.0575985550672404,-1.3701310726356992,-1.5241538107352606,-1.8415083504524792
-1.4699830245602195,-0.9461031603304402,-0.7256132823523441,-0.8935138832348903,-0.983926381778497
0.9443069557305672,0.9570676398661724,0.6610975322523129,0.6107650851515217,0.24873325510721409
-0.10310670651430841,-0.009949813877314946,-0.23589757782169865,-0.3183492538042193,-0.5372629764038328
-1.3392235992024881,-1.6674489469433256,-1.6183488337277248,-1.8502884703394433,-1.9657643046369278
-1.1898456917368574,-0.5793354416652828,-0.5157265955011295,-0.7377083518560763,-0.9234819593110986
0.16708168799580644,0.272619915615584,0.1995186102022533,0.13011228681168127,-0.20113915483871322
-0.8557100674280658,-0.7009521165750926,-0.47737410150034104,-0.5951383478289243,-0.5574102642765073
-1.5420689642112058,-1.720905813520631,-1.5059658635722317,-1.3973013326154475,-1.878305086222421
-1.2603987635288232,-1.3305207806524142,-1.1805898562745485,-1.2090452038865274,-1.3444035487804271
-0.938240889194536,-1.0295157180321015,-0.8528632428882215,-0.8348824786904726,-1.0339554799475195
0.6136845947395402,0.1714204839153935,-0.050457426398885674,-0.28811078153564373,-0.5058541969517749
-0.6977834295400038,-0.657561947519874,-0.35105648422618635,-0.43554796986181327,-0.5204750702605409
-1.0368648619043082,-0.6622770713404261,-0.18823412247707136,-0.2848530667980777,-0.32182337846875403
-0.3028386565116137,-0.4545051319490665,-0.2950410066426289,-0.6009248937011273,-0.5758294459227928
-0.7168824200722559,-0.8489478047321257,-1.0139451579842225,-1.0410997478925925,-1.1527656492652698
