,coef,se,t,p
logitM,0.864175077392136,0.05439334206126585,15.887515726074962,1.2939335831972805e-32
spill,0.18447456854277944,0.04773027687681383,3.8649381611358837,0.00017242521783969109
stress,0.0021436662011145857,0.007894978481627103,0.27152274146196154,0.7864068736050348
stressXlogitM,-0.010805915068305614,0.00618834974720742,-1.7461707094337928,0.08307298835943333
infl_z,-0.04365326193747426,0.0396113768346443,-1.1020384906008847,0.2724203879137323
