q_a,q_b,difference,lo,hi,p,n_boot
0.1,0.5,-0.166075305315866,-0.5824780694705094,0.4780031382663692,0.575,399
0.1,0.9,0.10507422726913074,-0.43926569673160754,0.9228267657979717,0.805,399
