channel,h,var,coef,se,p,n,countries,cov_M_F,specification
G,1,W_T,6.1745713879125805,1.2540454407536339,2.8394906565350297e-06,1333,117,-0.03734201897836753,end2022
G,1,W_I,1.085589204209933,0.7060517975470288,0.12688223218926195,1333,117,-0.03734201897836753,end2022
G,1,infl_z,-0.6954622838691439,0.411052126929916,0.09334821093588214,1333,117,-0.03734201897836753,end2022
G,1,gov_eff_z,-2.7784129876653667,0.9018777293947131,0.0025793552103233466,1333,117,-0.03734201897836753,end2022
G,1,growth_lag,-0.2378011760041727,0.12212168216292185,0.053921894390626085,1333,117,-0.03734201897836753,end2022
G,1,lgdp_pc,6.614767748853738,3.2433554864020158,0.04367385671227085,1333,117,-0.03734201897836753,end2022
G,2,M_z,-0.7816080274906807,0.8416587719569404,0.3549978785674681,1232,117,-0.052992943578190566,end2022
G,2,MxW_F,-0.7226249809961295,0.3258614216038362,0.028531682132092586,1232,117,-0.052992943578190566,end2022
G,2,MxW_T,0.4165330028087856,1.0086049559666743,0.6803841199396723,1232,117,-0.052992943578190566,end2022
G,2,MxW_I,-1.4368943513736714,0.6704433690870601,0.03418584562281893,1232,117,-0.052992943578190566,end2022
G,2,W_F,1.681278068028352,0.4323239104199633,0.00016830687138286225,1232,117,-0.052992943578190566,end2022
G,2,W_T,8.901646225524916,1.805850181619088,2.772861804149463e-06,1232,117,-0.052992943578190566,end2022
G,2,W_I,1.313387510495867,0.9347131291395632,0.16265692779808058,1232,117,-0.052992943578190566,end2022
G,2,infl_z,-0.16403533580044755,0.4348476499024268,0.7066957638912493,1232,117,-0.052992943578190566,end2022
G,2,gov_eff_z,-3.558285882578698,1.3112818045560908,0.007670786512457559,1232,117,-0.052992943578190566,end2022
G,2,growth_lag,0.03417047564407992,0.1549282827961252,0.825825314393062,1232,117,-0.052992943578190566,end2022
G,2,lgdp_pc,-5.2620011982981225,4.1418089441174635,0.20646314995143686,1232,117,-0.052992943578190566,end2022
N,1,M_z,-2.6289446200402837,2.2636854898946352,0.24801109258361534,1255,111,-0.6463398381575931,end2022
