channel,h,var,coef,se,p,n,countries,cov_M_F,specification
N,1,MxW_F,-1.320635519139501,1.3920441388351779,0.3448516533012727,1255,111,-0.6463398381575931,end2022
N,1,MxW_T,1.9893535678115284,2.5153849555846723,0.4307191675944384,1255,111,-0.6463398381575931,end2022
N,1,MxW_I,-2.577651941324043,1.9340131785941936,0.1853516686716935,1255,111,-0.6463398381575931,end2022
N,1,W_F,5.481814861885587,1.3210716533979847,6.589601066634305e-05,1255,111,-0.6463398381575931,end2022
N,1,W_T,13.39066927168443,4.826482476006034,0.006499025350571172,1255,111,-0.6463398381575931,end2022
N,1,W_I,1.3316877749866838,2.7902960555105203,0.6341261446867932,1255,111,-0.6463398381575931,end2022
N,1,infl_z,1.3216909924925062,2.0011670438965576,0.5103393410808119,1255,111,-0.6463398381575931,end2022
N,1,gov_eff_z,-5.652681698138161,6.548521281284578,0.38990584710344717,1255,111,-0.6463398381575931,end2022
N,1,growth_lag,-0.20744294713212102,0.5524199362587898,0.7079993307310026,1255,111,-0.6463398381575931,end2022
N,1,lgdp_pc,-15.160346237449994,18.324807218031264,0.40985098038653806,1255,111,-0.6463398381575931,end2022
N,1,outcome_lag,-0.2476651738822243,0.07073822500331377,0.0006703666325689762,1255,111,-0.6463398381575931,end2022
N,2,M_z,-2.1639649327223633,3.5483553785297386,0.5432188462841513,1159,111,-0.3237052515374005,end2022
N,2,MxW_F,-1.9517650046104615,1.7756778705870233,0.2740954823560686,1159,111,-0.3237052515374005,end2022
N,2,MxW_T,2.809136183269911,3.989796978551213,0.48287082018521355,1159,111,-0.3237052515374005,end2022
N,2,MxW_I,-3.7264086131388514,2.9227568411228964,0.20500852654356458,1159,111,-0.3237052515374005,end2022
N,2,W_F,6.912294146821974,2.1330477902148215,0.0015784766605648674,1159,111,-0.3237052515374005,end2022
N,2,W_T,22.162192091997564,6.463138390279252,0.0008535793659045438,1159,111,-0.3237052515374005,end2022
N,2,W_I,3.1624643699503325,4.557323893631113,0.4891888892184257,1159,111,-0.3237052515374005,end2022
N,2,infl_z,2.7820096554558402,2.450019158258586,0.2586317280399622,1159,111,-0.3237052515374005,end2022
N,2,gov_eff_z,-3.3067288932371945,8.590200675560387,0.7010236817391103,1159,111,-0.3237052515374005,end2022
N,2,growth_lag,0.5398694432125501,0.5306780073341922,0.31123348871078205,1159,111,-0.3237052515374005,end2022
N,2,lgdp_pc,-40.29641163989569,19.185551105346303,0.037983432325642004,1159,111,-0.3237052515374005,end2022
N,2,outcome_lag,-0.42790885433031856,0.06373474283648307,8.632191560307494e-10,1159,111,-0.3237052515374005,end2022
I,1,M_z,-0.11947324085378323,0.26632647333358406,0.6550158582759624,806,76,-0.0010161680840830563,end2022
I,1,MxW_F,0.15634532793031386,0.09768709451629104,0.1136984211678562,806,76,-0.0010161680840830563,end2022
I,1,MxW_T,-0.20619255970145722,0.3101279194121769,0.5081774300163134,806,76,-0.0010161680840830563,end2022
I,1,MxW_I,-0.06332212642109647,0.20815276208989497,0.7618104531670137,806,76,-0.0010161680840830563,end2022
I,1,W_F,0.007818513109990599,0.15857436679907064,0.9608072837583236,806,76,-0.0010161680840830563,end2022
I,1,W_T,0.031874809370861734,0.48224058732978076,0.9474762230785782,806,76,-0.0010161680840830563,end2022
I,1,W_I,-3.9988463355724497,0.19903834960332925,6.50628872381249e-32,806,76,-0.0010161680840830563,end2022
I,1,infl_z,-0.07070964639210017,0.13698831039475146,0.6072522149960518,806,76,-0.0010161680840830563,end2022
I,1,gov_eff_z,-0.1672565347649495,0.6240268790953021,0.7894137282679785,806,76,-0.0010161680840830563,end2022
I,1,growth_lag,0.003362200766611258,0.022105635709720475,0.879518847899519,806,76,-0.0010161680840830563,end2022
I,1,lgdp_pc,0.20691051010243158,1.7049324102590266,0.903730503798227,806,76,-0.0010161680840830563,end2022
I,2,M_z,-0.2666301789430005,0.42162289735473973,0.5291077558603824,728,74,-0.01883754459474417,end2022
I,2,MxW_F,0.22446257534618416,0.12657850508796978,0.0803488190150963,728,74,-0.01883754459474417,end2022
I,2,MxW_T,-0.3803717180220373,0.43416286327827,0.38384744327733844,728,74,-0.01883754459474417,end2022
I,2,MxW_I,-0.04607499427120512,0.31255797821088277,0.883212723923612,728,74,-0.01883754459474417,end2022
I,2,W_F,-0.018355988740805074,0.17997140526105887,0.9190411462856353,728,74,-0.01883754459474417,end2022
I,2,W_T,-0.48212880811084247,0.6598143556319018,0.46729891461751066,728,74,-0.01883754459474417,end2022
I,2,W_I,-4.198186877460083,0.8610787325695913,6.152145972410386e-06,728,74,-0.01883754459474417,end2022
I,2,infl_z,0.06118853061914372,0.14318123626869617,0.6703821965009197,728,74,-0.01883754459474417,end2022
I,2,gov_eff_z,-0.2751547839988861,0.7805551258941078,0.7254703139404212,728,74,-0.01883754459474417,end2022
I,2,growth_lag,-0.0599143857146989,0.02679568962546378,0.028410645736044515,728,74,-0.01883754459474417,end2022
I,2,lgdp_pc,0.49352240302294825,2.1426421946081606,0.8184768409294496,728,74,-0.01883754459474417,end2022
T,1,M_z,-3.5872446785163685,1.5520647601424198,0.022615004861637852,1279,115,-0.2766478972138366,end2022
T,1,MxW_F,-0.6507801401172341,0.6553067232243205,0.32276814769971884,1279,115,-0.2766478972138366,end2022
T,1,MxW_T,-3.9608342722006915,2.052258439069269,0.05609287706627512,1279,115,-0.2766478972138366,end2022
T,1,MxW_I,-3.026161101507417,1.5474336892301181,0.05295921895613721,1279,115,-0.2766478972138366,end2022
T,1,W_F,1.305583101685719,0.8194480676895596,0.11387378354087688,1279,115,-0.2766478972138366,end2022
T,1,W_T,-3.079037524560647,2.8454333861866807,0.281492645094417,1279,115,-0.2766478972138366,end2022
T,1,W_I,2.356075475973716,2.8540818138485298,0.41080580986160636,1279,115,-0.2766478972138366,end2022
T,1,infl_z,0.4028425976526012,1.3537575343296677,0.7665701682675277,1279,115,-0.2766478972138366,end2022
T,1,gov_eff_z,-0.4887167390941878,4.187246762143114,0.9072908500773538,1279,115,-0.2766478972138366,end2022
T,1,growth_lag,-0.367688338977478,0.223794744480004,0.10314434411866687,1279,115,-0.2766478972138366,end2022
T,1,lgdp_pc,-5.209774772042386,9.870836173497244,0.5986676573513319,1279,115,-0.2766478972138366,end2022
T,1,outcome_lag,-0.3699799830139758,0.06697632176913079,2.1171190900798503e-07,1279,115,-0.2766478972138366,end2022
T,2,M_z,-0.8845364637958596,2.5757630304305414,0.7319243869106177,1180,115,-0.911995917759444,end2022
T,2,MxW_F,-1.1473332424615388,0.7332509562178443,0.12042007654852353,1180,115,-0.911995917759444,end2022
T,2,MxW_T,-3.0912193013978566,2.3410313606048048,0.1893290853936805,1180,115,-0.911995917759444,end2022
T,2,MxW_I,-2.738040396407263,1.6217214498223471,0.0940770262869866,1180,115,-0.911995917759444,end2022
T,2,W_F,1.2761090356453364,0.8568486164964647,0.13916840953654538,1180,115,-0.911995917759444,end2022
T,2,W_T,-4.2218388339671655,3.478904365727264,0.22742635964697394,1180,115,-0.911995917759444,end2022
T,2,W_I,1.991062297387149,2.595657883392139,0.44462309052513604,1180,115,-0.911995917759444,end2022
T,2,infl_z,1.2086569892982313,1.0162981654780112,0.2368030589180989,1180,115,-0.911995917759444,end2022
T,2,gov_eff_z,1.5246819538098995,4.067174472598519,0.7084499360173724,1180,115,-0.911995917759444,end2022
T,2,growth_lag,0.19010351280108378,0.16565213748760607,0.2535335871574664,1180,115,-0.911995917759444,end2022
T,2,lgdp_pc,-30.89528290140815,13.316376214202714,0.022115176097235144,1180,115,-0.911995917759444,end2022
T,2,outcome_lag,-0.29017091698187863,0.07517208948206286,0.0001884201347284361,1180,115,-0.911995917759444,end2022
F,1,M_z,0.8190310524102521,0.4965503718052509,0.10176260313319051,1309,117,0.05818017156319256,end2022
F,1,MxW_F,0.804753672198226,0.33474689621121967,0.017797162280688852,1309,117,0.05818017156319256,end2022
F,1,MxW_T,-0.5821508415037747,0.5533654389374069,0.2949774959857971,1309,117,0.05818017156319256,end2022
F,1,MxW_I,-0.8386168953433681,0.5241662780020508,0.1123395200706696,1309,117,0.05818017156319256,end2022
F,1,W_F,-4.263112227701662,0.39347563732945495,2.538744591227886e-19,1309,117,0.05818017156319256,end2022
F,1,W_T,-1.8227812729058943,0.9486939861422952,0.05714020401964281,1309,117,0.05818017156319256,end2022
F,1,W_I,-0.15033756163919473,0.6903846543544023,0.8279993789617804,1309,117,0.05818017156319256,end2022
F,1,infl_z,0.40377636982111886,0.26049809325615086,0.12386157482217446,1309,117,0.05818017156319256,end2022
F,1,gov_eff_z,1.2840569077994524,1.104627974498057,0.24744525259932076,1309,117,0.05818017156319256,end2022
F,1,growth_lag,-0.1816891708426239,0.07356419933562632,0.014974220937017594,1309,117,0.05818017156319256,end2022
F,1,lgdp_pc,-10.86476995219736,3.3251674251266867,0.001427873032552801,1309,117,0.05818017156319256,end2022
F,2,M_z,1.4541632768548383,0.804332085008871,0.07321097871226533,1211,117,0.21526344007781442,end2022
F,2,MxW_F,1.191290317967908,0.44884569168167543,0.009067539534628953,1211,117,0.21526344007781442,end2022
F,2,MxW_T,-1.066429296796541,0.6848907506508294,0.12217578940463297,1211,117,0.21526344007781442,end2022
F,2,MxW_I,-1.2177908510463407,0.6912324402908732,0.08074305175895595,1211,117,0.21526344007781442,end2022
F,2,W_F,-6.611953488002914,0.3224783328682608,2.2340084664230426e-40,1211,117,0.21526344007781442,end2022
F,2,W_T,-2.9617963065031288,0.978314445994663,0.0030394063608744633,1211,117,0.21526344007781442,end2022
F,2,W_I,-0.4524458015131724,1.0070400913938335,0.6540659636271235,1211,117,0.21526344007781442,end2022
F,2,infl_z,0.5060886174706163,0.562709023520285,0.37031408195059984,1211,117,0.21526344007781442,end2022
F,2,gov_eff_z,1.7492143555114863,1.249484979736446,0.1641976427389225,1211,117,0.21526344007781442,end2022
F,2,growth_lag,-0.2497392770835711,0.10767552308085876,0.022124939894378595,1211,117,0.21526344007781442,end2022
F,2,lgdp_pc,-12.33832556920241,3.8100758604485585,0.0015681916978744904,1211,117,0.21526344007781442,end2022
G,1,M_z,-1.564845869164897,0.6264071438269119,0.013838724829212057,1642,121,-0.015574458199386286,raw_composite
G,1,MxW_F,-0.44176970282048267,0.22060853825131604,0.04748485153842597,1642,121,-0.015574458199386286,raw_composite
G,1,MxW_T,0.06302457229948133,0.6326358871200695,0.9208105139669083,1642,121,-0.015574458199386286,raw_composite
G,1,MxW_I,-0.9015208108506576,0.5194134449616074,0.08519240420978319,1642,121,-0.015574458199386286,raw_composite
G,1,W_F,1.1481571577295588,0.3136607257403977,0.0003755104674115339,1642,121,-0.015574458199386286,raw_composite
G,1,W_T,4.7495025843962875,1.1533640381539907,7.054025719425566e-05,1642,121,-0.015574458199386286,raw_composite
G,1,W_I,0.1698639131876558,0.642111280084759,0.7918179171163138,1642,121,-0.015574458199386286,raw_composite
G,1,infl_z,-1.520989318592816,0.39747280666679136,0.00020776320919059442,1642,121,-0.015574458199386286,raw_composite
G,1,gov_eff_z,-2.356612062755181,0.8975917209228192,0.009779034213269283,1642,121,-0.015574458199386286,raw_composite
G,1,growth_lag,-0.10786443815086065,0.08295128987829525,0.1959781629171111,1642,121,-0.015574458199386286,raw_composite
G,1,lgdp_pc,4.523401087722611,2.443905592147437,0.06664436440185638,1642,121,-0.015574458199386286,raw_composite
G,2,M_z,-1.4466296282222237,0.8327713867273956,0.08493064242339292,1539,121,0.02123365640329845,raw_composite
G,2,MxW_F,-0.9387676621112948,0.3403528339552121,0.006721843902290578,1539,121,0.02123365640329845,raw_composite
G,2,MxW_T,0.08753480331425867,0.9036794688291511,0.9229952926347653,1539,121,0.02123365640329845,raw_composite
G,2,MxW_I,-1.3504103216923664,0.6334207295882487,0.03505113432700046,1539,121,0.02123365640329845,raw_composite
G,2,W_F,1.5136409951268384,0.4067885408585105,0.0003033922788815944,1539,121,0.02123365640329845,raw_composite
G,2,W_T,6.683766691347257,1.6588421748364603,9.859303959420997e-05,1539,121,0.02123365640329845,raw_composite
G,2,W_I,0.011755320599313515,0.8852911715971657,0.9894276686025051,1539,121,0.02123365640329845,raw_composite
G,2,infl_z,-0.6972544679744594,0.4020001505619842,0.08540375359157841,1539,121,0.02123365640329845,raw_composite
G,2,gov_eff_z,-2.3318972423160735,1.2589578465312916,0.06644826722847863,1539,121,0.02123365640329845,raw_composite
G,2,growth_lag,-0.16165655957731298,0.09922353391295699,0.10588973019281551,1539,121,0.02123365640329845,raw_composite
G,2,lgdp_pc,-3.7468254859259646,3.354222842832131,0.2662056796874269,1539,121,0.02123365640329845,raw_composite
N,1,M_z,-1.7993953116698291,1.6868979030099527,0.2883661404539463,1537,115,0.004466659463036725,raw_composite
N,1,MxW_F,-0.2447939154675577,1.50713448517527,0.8712599907798492,1537,115,0.004466659463036725,raw_composite
N,1,MxW_T,1.7080268830554661,2.187512222146896,0.436533842554036,1537,115,0.004466659463036725,raw_composite
N,1,MxW_I,-1.5898943842614968,2.0745611267848703,0.4450365107409352,1537,115,0.004466659463036725,raw_composite
N,1,W_F,5.1102496322071485,1.1720431344209146,2.8634912696849505e-05,1537,115,0.004466659463036725,raw_composite
N,1,W_T,10.146004287539938,4.187135624484079,0.0169607212962395,1537,115,0.004466659463036725,raw_composite
N,1,W_I,0.991032102949399,2.716071488538422,0.7158792185991336,1537,115,0.004466659463036725,raw_composite
N,1,infl_z,-1.572571198776942,1.3052367481643397,0.2307692396769855,1537,115,0.004466659463036725,raw_composite
N,1,gov_eff_z,-7.239305266366941,5.101766598099544,0.15863316062474997,1537,115,0.004466659463036725,raw_composite
N,1,growth_lag,-0.16811439478311263,0.4601007049769864,0.715500285374927,1537,115,0.004466659463036725,raw_composite
N,1,lgdp_pc,-4.285997880529724,10.778019716405652,0.6916237424646808,1537,115,0.004466659463036725,raw_composite
N,1,outcome_lag,-0.20335261635659208,0.055798952478074405,0.00040507337732664914,1537,115,0.004466659463036725,raw_composite
N,2,M_z,-0.6143801093705914,2.2714397846950747,0.7872797176982098,1439,115,0.9323782439715799,raw_composite
N,2,MxW_F,-0.9199904356956157,2.120303351483948,0.6651842389826402,1439,115,0.9323782439715799,raw_composite
N,2,MxW_T,1.79296530336504,3.0301145503969287,0.555212828494163,1439,115,0.9323782439715799,raw_composite
N,2,MxW_I,-2.2927490352885633,3.0473290639676973,0.4533733819248725,1439,115,0.9323782439715799,raw_composite
N,2,W_F,7.004189551246349,1.8928631171596115,0.0003331027137505069,1439,115,0.9323782439715799,raw_composite
N,2,W_T,15.031882201899064,5.047214180372761,0.0035423279137290447,1439,115,0.9323782439715799,raw_composite
N,2,W_I,1.5147026732398075,3.9558451729471145,0.7025051413855847,1439,115,0.9323782439715799,raw_composite
N,2,infl_z,1.1278473338255124,1.8986402672777054,0.5536696993027713,1439,115,0.9323782439715799,raw_composite
N,2,gov_eff_z,-3.9772237417562586,6.307043120342141,0.5295639876416874,1439,115,0.9323782439715799,raw_composite
N,2,growth_lag,-0.04404530402926071,0.3768254163568257,0.9071567196911821,1439,115,0.9323782439715799,raw_composite
N,2,lgdp_pc,-26.681327957990227,14.447805730588584,0.06737849323200919,1439,115,0.9323782439715799,raw_composite
N,2,outcome_lag,-0.33228495956777976,0.06607557865369945,1.852482570060822e-06,1439,115,0.9323782439715799,raw_composite
I,1,M_z,-0.19377362101639561,0.2723162300189835,0.4788778062697137,877,78,0.0026101421620663705,raw_composite
I,1,MxW_F,0.17532852060959953,0.09537669017248138,0.06987845370416046,877,78,0.0026101421620663705,raw_composite
I,1,MxW_T,-0.2675548526956332,0.2919209328843846,0.3622496611888191,877,78,0.0026101421620663705,raw_composite
I,1,MxW_I,-0.028944760557715513,0.18494229774910925,0.876043040926001,877,78,0.0026101421620663705,raw_composite
I,1,W_F,0.02249738938683421,0.15165585220452835,0.8824582945038678,877,78,0.0026101421620663705,raw_composite
I,1,W_T,0.04566093261981774,0.429253046882673,0.915563065783564,877,78,0.0026101421620663705,raw_composite
I,1,W_I,-3.927882399835201,0.19220072919337158,7.80946515046882e-33,877,78,0.0026101421620663705,raw_composite
I,1,infl_z,0.03645872299023799,0.12164855804746437,0.7652094695124635,877,78,0.0026101421620663705,raw_composite
I,1,gov_eff_z,0.0022492865490535696,0.5202430535298203,0.9965615146402911,877,78,0.0026101421620663705,raw_composite
I,1,growth_lag,0.014336682429846212,0.01888774874871844,0.4501420479085753,877,78,0.0026101421620663705,raw_composite
I,1,lgdp_pc,-0.11318148513545007,1.4945632667690816,0.939831273810271,877,78,0.0026101421620663705,raw_composite
I,2,M_z,-0.3136742504275166,0.3501633381367562,0.37326750554666743,794,75,-0.0026213706652944975,raw_composite
I,2,MxW_F,0.2162861505616035,0.1255115160968836,0.08902193001080656,794,75,-0.0026213706652944975,raw_composite
I,2,MxW_T,-0.3447673462598449,0.3747972757911841,0.3606260562931153,794,75,-0.0026213706652944975,raw_composite
I,2,MxW_I,0.01266815091043239,0.2391803981338504,0.9579026475170617,794,75,-0.0026213706652944975,raw_composite
I,2,W_F,-0.025151049090412436,0.18023938989112892,0.889400593153015,794,75,-0.0026213706652944975,raw_composite
I,2,W_T,-0.3267568393976049,0.5607013255203946,0.5618234949528471,794,75,-0.0026213706652944975,raw_composite
I,2,W_I,-4.200913636704719,0.7746402868914168,7.052802605363721e-07,794,75,-0.0026213706652944975,raw_composite
I,2,infl_z,0.11294697794269332,0.15121531884757336,0.45747363206174696,794,75,-0.0026213706652944975,raw_composite
I,2,gov_eff_z,-0.12902467721889996,0.6810820995957524,0.8502660713957269,794,75,-0.0026213706652944975,raw_composite
I,2,growth_lag,-0.039160989479792394,0.02257478420631936,0.08695345767121815,794,75,-0.0026213706652944975,raw_composite
I,2,lgdp_pc,0.08805464383794492,1.8949905582206856,0.963063160298089,794,75,-0.0026213706652944975,raw_composite
T,1,M_z,-3.9356363917070674,1.6452547989820165,0.01833077414466309,1567,119,-0.03794892094829216,raw_composite
T,1,MxW_F,-0.815855265698101,0.5703826408695866,0.15525501297279784,1567,119,-0.03794892094829216,raw_composite
T,1,MxW_T,-3.7201433538151423,1.9415019990692224,0.057769413774122584,1567,119,-0.03794892094829216,raw_composite
T,1,MxW_I,-2.8915872362160737,1.3880974101960672,0.03939904017944007,1567,119,-0.03794892094829216,raw_composite
T,1,W_F,1.695646626497413,0.7243978838405096,0.020922625541793523,1567,119,-0.03794892094829216,raw_composite
T,1,W_T,-7.715779766609661,2.7241980475625263,0.005435773451428457,1567,119,-0.03794892094829216,raw_composite
T,1,W_I,1.3012293942282578,2.592933897608703,0.6167174731897737,1567,119,-0.03794892094829216,raw_composite
T,1,infl_z,-0.058877321518112424,0.8005933768367299,0.9414992594107376,1567,119,-0.03794892094829216,raw_composite
T,1,gov_eff_z,-2.6508647753177934,3.2882462300653232,0.42177016926681243,1567,119,-0.03794892094829216,raw_composite
T,1,growth_lag,-0.2682846275747207,0.18400669779182238,0.1474926798119644,1567,119,-0.03794892094829216,raw_composite
T,1,lgdp_pc,2.1666116172364704,7.761774379518461,0.7806270265677726,1567,119,-0.03794892094829216,raw_composite
T,1,outcome_lag,-0.20986855641700228,0.049410029963765784,4.336624996811914e-05,1567,119,-0.03794892094829216,raw_composite
T,2,M_z,-3.1504312441218367,1.8692146764645452,0.09454833362274441,1467,119,-0.21270798494072393,raw_composite
T,2,MxW_F,-1.7672106320069303,0.7691631702983777,0.023347967456463142,1467,119,-0.21270798494072393,raw_composite
T,2,MxW_T,-3.321019526115704,2.1347392188097865,0.1224568581265878,1467,119,-0.21270798494072393,raw_composite
T,2,MxW_I,-2.3417180767398404,1.524754230966232,0.1272644066652604,1467,119,-0.21270798494072393,raw_composite
T,2,W_F,1.6597883791478791,0.9511873940239995,0.08359441539606365,1467,119,-0.21270798494072393,raw_composite
T,2,W_T,-8.686322175254373,3.420649677144983,0.012405443910723,1467,119,-0.21270798494072393,raw_composite
T,2,W_I,1.8572998188986525,3.417423174166292,0.5878248969057813,1467,119,-0.21270798494072393,raw_composite
T,2,infl_z,1.34151250291009,1.1699516423723655,0.25385052147064513,1467,119,-0.21270798494072393,raw_composite
T,2,gov_eff_z,0.6760076990179464,4.192503360332107,0.8721785318245879,1467,119,-0.21270798494072393,raw_composite
T,2,growth_lag,-0.1571870266443229,0.1605491148063601,0.3295539403971266,1467,119,-0.21270798494072393,raw_composite
T,2,lgdp_pc,-11.330101033437629,10.990229461600425,0.30468446944695343,1467,119,-0.21270798494072393,raw_composite
T,2,outcome_lag,-0.33704237109771357,0.04685522089855222,6.28696601897614e-11,1467,119,-0.21270798494072393,raw_composite
F,1,M_z,0.8589198718057391,0.4789834701853271,0.0754787377247674,1562,120,0.06288313298924954,raw_composite
F,1,MxW_F,0.6482069417949317,0.31749165105475674,0.0433971380086186,1562,120,0.06288313298924954,raw_composite
F,1,MxW_T,-0.2724154690251627,0.5186034449727115,0.600361296619144,1562,120,0.06288313298924954,raw_composite
F,1,MxW_I,-0.2731309700688378,0.4156028238535453,0.5123263614206368,1562,120,0.06288313298924954,raw_composite
F,1,W_F,-3.6030981939757334,0.4447127391072808,5.366405984065752e-13,1562,120,0.06288313298924954,raw_composite
F,1,W_T,-1.9946462159722458,1.0366791397239183,0.056733445607679775,1562,120,0.06288313298924954,raw_composite
F,1,W_I,-0.3693702769933292,0.5869031008515673,0.5303231960513314,1562,120,0.06288313298924954,raw_composite
F,1,infl_z,0.5457745614591911,0.24552429203623335,0.02811185093711009,1562,120,0.06288313298924954,raw_composite
F,1,gov_eff_z,0.9757109655117461,1.0971935896953717,0.3756474318081805,1562,120,0.06288313298924954,raw_composite
F,1,growth_lag,-0.16442413318554927,0.055119581373711535,0.003463225728391138,1562,120,0.06288313298924954,raw_composite
F,1,lgdp_pc,-6.839299264117168,2.6152593304188043,0.010072870916788476,1562,120,0.06288313298924954,raw_composite
F,2,M_z,1.4818091326978236,0.72353978849214,0.04276052612356193,1462,120,0.1902730911453477,raw_composite
F,2,MxW_F,1.0372015704763404,0.4681114952434518,0.028613435669771075,1462,120,0.1902730911453477,raw_composite
F,2,MxW_T,-0.5607094317753407,0.6587872845838051,0.3964101093011751,1462,120,0.1902730911453477,raw_composite
F,2,MxW_I,-0.39602021688608924,0.5014946687286862,0.4312854598891068,1462,120,0.1902730911453477,raw_composite
F,2,W_F,-5.812861543962557,0.3969614077941568,2.155227608110094e-28,1462,120,0.1902730911453477,raw_composite
F,2,W_T,-3.0195807989560737,1.1913132075605377,0.012553370103267602,1462,120,0.1902730911453477,raw_composite
F,2,W_I,-0.531589091239982,0.7909287040068833,0.5028181187053673,1462,120,0.1902730911453477,raw_composite
F,2,infl_z,0.4944729181193873,0.46660249348067956,0.29141342167843615,1462,120,0.1902730911453477,raw_composite
F,2,gov_eff_z,1.5289225690079473,1.4329264422119348,0.28813486021731344,1462,120,0.1902730911453477,raw_composite
F,2,growth_lag,-0.12944992540823796,0.06366638050457413,0.04425145016069749,1462,120,0.1902730911453477,raw_composite
F,2,lgdp_pc,-8.753893740965363,3.2095321422675833,0.007348633331474425,1462,120,0.1902730911453477,raw_composite
G,1,M_z,-1.4988892932304958,0.5245793964960211,0.005037704368443382,1642,121,-0.019458476145576213,domestic_only
G,1,MxW_F,-0.42556904286260383,0.20036943249218853,0.03572955957783926,1642,121,-0.019458476145576213,domestic_only
G,1,MxW_T,-0.1388426432648816,0.5757321019256274,0.8098439089783209,1642,121,-0.019458476145576213,domestic_only
G,1,MxW_I,-0.8441574666609126,0.42955503075726637,0.05170255841106208,1642,121,-0.019458476145576213,domestic_only
G,1,W_F,1.1160252471501968,0.312506066023018,0.000512300927356082,1642,121,-0.019458476145576213,domestic_only
G,1,W_T,4.785997915036776,1.1679363057844772,7.61366743540055e-05,1642,121,-0.019458476145576213,domestic_only
G,1,W_I,0.28900387523506255,0.6362809859710548,0.6504996530278472,1642,121,-0.019458476145576213,domestic_only
G,1,infl_z,-1.5319618044755712,0.39472207521843183,0.00017045789120240685,1642,121,-0.019458476145576213,domestic_only
G,1,gov_eff_z,-2.201283450075648,0.9246408823036374,0.018854352307008108,1642,121,-0.019458476145576213,domestic_only
G,1,growth_lag,-0.11245945472811139,0.08292458856960476,0.1775928872647669,1642,121,-0.019458476145576213,domestic_only
G,1,lgdp_pc,4.5062044406069575,2.451792902905072,0.068547316222878,1642,121,-0.019458476145576213,domestic_only
G,2,M_z,-1.5604426178896569,0.7021037815411885,0.028121635732011797,1539,121,0.00014130846201184795,domestic_only
G,2,MxW_F,-0.8825911312227954,0.2659901639106472,0.0011999857186621408,1539,121,0.00014130846201184795,domestic_only
G,2,MxW_T,-0.1045340213647602,0.8249338215386203,0.8993756270176216,1539,121,0.00014130846201184795,domestic_only
G,2,MxW_I,-1.2918955588599506,0.5473707779219232,0.019879022159904888,1539,121,0.00014130846201184795,domestic_only
G,2,W_F,1.4714353586265707,0.40605174941708566,0.00042698318569785073,1539,121,0.00014130846201184795,domestic_only
G,2,W_T,6.727866250764941,1.7058857515660422,0.00013536256018389627,1539,121,0.00014130846201184795,domestic_only
G,2,W_I,0.1898312408474908,0.8896958593050001,0.8314032298495079,1539,121,0.00014130846201184795,domestic_only
G,2,infl_z,-0.7231910994308657,0.39497524818227386,0.06958471417999505,1539,121,0.00014130846201184795,domestic_only
G,2,gov_eff_z,-2.1943144299189123,1.2831176837154776,0.08982380567881179,1539,121,0.00014130846201184795,domestic_only
G,2,growth_lag,-0.17028248502682872,0.09943422798627088,0.0893848496353488,1539,121,0.00014130846201184795,domestic_only
G,2,lgdp_pc,-3.7886900135791626,3.3654836324670048,0.26251818976724467,1539,121,0.00014130846201184795,domestic_only
N,1,M_z,-1.5543203642000278,1.5436983911023143,0.3161244205553658,1537,115,0.12747671305617922,domestic_only
N,1,MxW_F,-0.12460918364685358,1.3591807209351903,0.9271134897697978,1537,115,0.12747671305617922,domestic_only
N,1,MxW_T,0.8308115880344138,1.6779204957642173,0.6214517892179696,1537,115,0.12747671305617922,domestic_only
N,1,MxW_I,-1.6143600370451088,1.755836754115343,0.3598147276717589,1537,115,0.12747671305617922,domestic_only
N,1,W_F,5.073330349318992,1.1722935139736381,3.250021686271355e-05,1537,115,0.12747671305617922,domestic_only
N,1,W_T,9.885621274018275,4.163001750004452,0.019236488577330638,1537,115,0.12747671305617922,domestic_only
N,1,W_I,1.2206348891394692,2.6740429617870305,0.6489166482784733,1537,115,0.12747671305617922,domestic_only
N,1,infl_z,-1.5820163849768756,1.328188137928146,0.23608501104267007,1537,115,0.12747671305617922,domestic_only
N,1,gov_eff_z,-7.317951770571719,5.076877786243088,0.15220524100087557,1537,115,0.12747671305617922,domestic_only
N,1,growth_lag,-0.17240750869739951,0.46010573578335506,0.7085702277665649,1537,115,0.12747671305617922,domestic_only
N,1,lgdp_pc,-3.811678187160482,10.501979206527388,0.7173153992023729,1537,115,0.12747671305617922,domestic_only
N,1,outcome_lag,-0.2025719174357955,0.055471399875112584,0.00039470752829041174,1537,115,0.12747671305617922,domestic_only
N,2,M_z,-0.8540994096005688,2.163718052638519,0.6937745987005564,1439,115,1.0854129090920566,domestic_only
N,2,MxW_F,-0.5472070612364408,1.9055154310756004,0.7745034033924629,1439,115,1.0854129090920566,domestic_only
N,2,MxW_T,1.0502156030227698,2.5017293025578837,0.6754246893473859,1439,115,1.0854129090920566,domestic_only
N,2,MxW_I,-2.2021185929437093,2.455136933931759,0.371639435510955,1439,115,1.0854129090920566,domestic_only
N,2,W_F,7.00750590746253,1.9173124347434967,0.00039055836694717723,1439,115,1.0854129090920566,domestic_only
N,2,W_T,14.796920792524833,5.132551093430516,0.004710093712233984,1439,115,1.0854129090920566,domestic_only
N,2,W_I,1.8270767013379223,3.9098694906143145,0.6411782038685324,1439,115,1.0854129090920566,domestic_only
