channel,h,var,coef,se,p,n,countries,cov_M_F
I,0,growth_lag,0.01620740142651857,0.015361197683483489,0.295175367824859,906,68,0.001415408353820366
I,0,lgdp_pc,-0.634937738087746,0.7627630420166377,0.4081303372506147,906,68,0.001415408353820366
I,1,M_z,-0.13497189471655052,0.22831283999679752,0.5561374358227708,877,78,0.0010787367176489308
I,1,MxW_F,0.14567830710721386,0.09030544835842425,0.11079814604601836,877,78,0.0010787367176489308
I,1,MxW_T,-0.1715850814616835,0.2898131275503686,0.5555487912058317,877,78,0.0010787367176489308
I,1,MxW_I,-0.03761492607656347,0.17705018463818056,0.8323146908046645,877,78,0.0010787367176489308
I,1,W_F,0.016470851690805227,0.1513207642638656,0.913606789144026,877,78,0.0010787367176489308
I,1,W_T,0.044010869452735635,0.44342084201517157,0.9211953042798297,877,78,0.0010787367176489308
I,1,W_I,-3.9213065108776592,0.18833805825743247,2.3120363993531082e-33,877,78,0.0010787367176489308
I,1,infl_z,0.038002860570233776,0.12027159743303495,0.7528761224139562,877,78,0.0010787367176489308
I,1,gov_eff_z,0.034937784719377,0.5146337171840435,0.9460502595191842,877,78,0.0010787367176489308
I,1,growth_lag,0.01524675431188476,0.01898938068316528,0.42449847139510477,877,78,0.0010787367176489308
I,1,lgdp_pc,-0.16116552297008502,1.483815678890801,0.9137899378294552,877,78,0.0010787367176489308
I,2,M_z,-0.2317990845399168,0.3148918702393449,0.4639830786480276,794,75,-0.0059403550719112005
I,2,MxW_F,0.193136227085082,0.11600393252581942,0.10015926711533486,794,75,-0.0059403550719112005
I,2,MxW_T,-0.19289391097281264,0.3704085548693015,0.6040888525086198,794,75,-0.0059403550719112005
I,2,MxW_I,0.022442564260798548,0.23620811409983158,0.9245622469241603,794,75,-0.0059403550719112005
I,2,W_F,-0.02440183588677594,0.17721533018727728,0.8908546929736494,794,75,-0.0059403550719112005
I,2,W_T,-0.31810111014305587,0.5772820215723824,0.5832713606903621,794,75,-0.0059403550719112005
I,2,W_I,-4.195796386759148,0.7767207863937052,7.674205458859385e-07,794,75,-0.0059403550719112005
I,2,infl_z,0.11636606784773854,0.14965397233572278,0.439302873427737,794,75,-0.0059403550719112005
I,2,gov_eff_z,-0.07232924501819143,0.6685137269895326,0.9141345478425635,794,75,-0.0059403550719112005
I,2,growth_lag,-0.03791122072260246,0.022754316007767564,0.09991916943827778,794,75,-0.0059403550719112005
I,2,lgdp_pc,0.016635035749552607,1.875399740328705,0.9929466244162727,794,75,-0.0059403550719112005
I,3,M_z,-0.49481998474392697,0.33318274046077617,0.1416453873842148,745,77,-0.003049568311742575
I,3,MxW_F,0.1257482529282326,0.16720375898867695,0.45433431287949083,745,77,-0.003049568311742575
I,3,MxW_T,-0.2517439328422517,0.4370593333605707,0.5663204583716145,745,77,-0.003049568311742575
I,3,MxW_I,-0.25897161572181904,0.3241677615095984,0.42684871863810275,745,77,-0.003049568311742575
I,3,W_F,-0.11118010007423823,0.2151642855415701,0.6068507242710437,745,77,-0.003049568311742575
I,3,W_T,-0.4301116095642865,0.6947491620181824,0.5377090725480527,745,77,-0.003049568311742575
I,3,W_I,-6.583147348700429,0.34793555202749665,1.767927746282942e-30,745,77,-0.003049568311742575
I,3,infl_z,0.17048210494902205,0.17496277784542913,0.33295381728412254,745,77,-0.003049568311742575
I,3,gov_eff_z,-0.06306495909770404,0.7654181696731757,0.9345509637292975,745,77,-0.003049568311742575
I,3,growth_lag,0.004167761339777004,0.02383852051037949,0.8616757441463435,745,77,-0.003049568311742575
I,3,lgdp_pc,-0.3794560606188627,2.283255981566805,0.8684481604365374,745,77,-0.003049568311742575
I,4,M_z,-0.6939138527946651,0.378610868479612,0.0706015077313812,673,80,-0.016163778246872203
I,4,MxW_F,-0.007461054610238549,0.1608026144592022,0.9631094538525927,673,80,-0.016163778246872203
I,4,MxW_T,-0.37945844479599933,0.5382925485788564,0.48292712292624124,673,80,-0.016163778246872203
I,4,MxW_I,-0.49785180908265664,0.4131387227169546,0.2317823588748539,673,80,-0.016163778246872203
I,4,W_F,-0.19245840073622483,0.16806310028454371,0.2556021281408558,673,80,-0.016163778246872203
I,4,W_T,-0.5166282651627014,0.6538937223612035,0.43184633480528906,673,80,-0.016163778246872203
I,4,W_I,-8.28186340570318,0.7005388264481943,3.7443572444100907e-19,673,80,-0.016163778246872203
I,4,infl_z,0.38564629791777616,0.2239848781528122,0.08902815559664266,673,80,-0.016163778246872203
I,4,gov_eff_z,-0.4680941135951082,0.8258832578430624,0.5724705161822427,673,80,-0.016163778246872203
I,4,growth_lag,-0.0020295915098793617,0.02991284423958416,0.9460763419166482,673,80,-0.016163778246872203
I,4,lgdp_pc,-0.591318197606188,2.6564095988983207,0.8244209324704111,673,80,-0.016163778246872203
T,-2,M_z,-2.6341552685749923,1.1167463155734016,0.01997885450723825,1662,119,0.18207469587408803
T,-2,MxW_F,-0.25163818242961616,0.7700276952138493,0.7444048545275797,1662,119,0.18207469587408803
T,-2,MxW_T,2.48515191833438,1.6804441888665602,0.14184068008889433,1662,119,0.18207469587408803
T,-2,MxW_I,2.65176966365569,1.0323439012285702,0.01145542415156041,1662,119,0.18207469587408803
T,-2,W_F,0.5913589263549364,0.7116157496510674,0.4076470176474255,1662,119,0.18207469587408803
T,-2,W_T,18.99725120480741,2.9822480892122285,3.782221781343989e-09,1662,119,0.18207469587408803
T,-2,W_I,-1.8091088459302993,1.6044738238255392,0.2618016338346902,1662,119,0.18207469587408803
T,-2,infl_z,-2.5181798728130773,0.8088521542185327,0.0023219759884855694,1662,119,0.18207469587408803
T,-2,gov_eff_z,-0.0008993654722104782,2.7667584830914413,0.9997411877015808,1662,119,0.18207469587408803
T,-2,lgdp_pc,10.892539190401882,5.79968217983193,0.06283204070644666,1662,119,0.18207469587408803
T,-1,M_z,-2.7638515710762537,0.9199957733678203,0.0032524013472730604,1671,119,0.1618312745696472
T,-1,MxW_F,-0.26550326639941146,0.6863893685838816,0.6995924887261333,1671,119,0.1618312745696472
T,-1,MxW_T,1.9998981809465146,1.0391173857291442,0.05668541256672924,1671,119,0.1618312745696472
T,-1,MxW_I,1.1244114983061022,0.6143772428905796,0.06974922971033824,1671,119,0.1618312745696472
T,-1,W_F,0.6086715164670337,0.47500343527373745,0.20256401329622956,1671,119,0.1618312745696472
T,-1,W_T,10.052483597532472,1.8257430905590533,2.176351915714205e-07,1671,119,0.1618312745696472
T,-1,W_I,-0.7081984094125149,0.936004153910104,0.45078623779777177,1671,119,0.1618312745696472
T,-1,infl_z,-1.1119266861352888,0.5950665812768068,0.06416183770856365,1671,119,0.1618312745696472
T,-1,gov_eff_z,-1.0813851488472064,1.7207488589920574,0.5309311242267117,1671,119,0.1618312745696472
T,-1,lgdp_pc,6.121141458305282,3.8317459891326635,0.11283304780655061,1671,119,0.1618312745696472
T,0,M_z,-2.795250133896888,0.8826124598911941,0.001960645773565955,1661,119,-0.007274605065590288
T,0,MxW_F,-0.2494481091047106,0.4494674925902744,0.5799548406460637,1661,119,-0.007274605065590288
T,0,MxW_T,-2.1351689525275663,1.1948128019897257,0.07649968380538194,1661,119,-0.007274605065590288
T,0,MxW_I,-1.3834232287755714,0.7944462171228572,0.08422525529138097,1661,119,-0.007274605065590288
T,0,W_F,1.2658333131667352,0.4836195333051428,0.01001997251628276,1661,119,-0.007274605065590288
T,0,W_T,-4.459871675776458,1.6765693696272688,0.00889766051670352,1661,119,-0.007274605065590288
T,0,W_I,1.0812487071317642,1.6173050997504108,0.5050885510307024,1661,119,-0.007274605065590288
T,0,infl_z,0.20191700304713944,0.6127794348478601,0.7423543572707356,1661,119,-0.007274605065590288
T,0,gov_eff_z,-2.195322996680739,1.8617445210328332,0.2407005093539862,1661,119,-0.007274605065590288
T,0,growth_lag,-0.30664044865697704,0.21044290573522814,0.14773944468436315,1661,119,-0.007274605065590288
T,0,lgdp_pc,12.615669473844893,4.44194340077318,0.005312847050038811,1661,119,-0.007274605065590288
T,0,outcome_lag,-0.02830923091550851,0.04079771247349878,0.489113322461664,1661,119,-0.007274605065590288
T,1,M_z,-4.147355610287887,1.4814128287056483,0.005979395757909367,1567,119,-0.05845563153591894
T,1,MxW_F,-0.6987146268780047,0.5898745244063079,0.23859000755624857,1567,119,-0.05845563153591894
T,1,MxW_T,-3.3416741904593863,1.8292568327733323,0.07025838308658058,1567,119,-0.05845563153591894
T,1,MxW_I,-2.521799519426949,1.3535885596221509,0.06494214117511747,1567,119,-0.05845563153591894
T,1,W_F,1.719487360645898,0.726560933883115,0.019580181081329664,1567,119,-0.05845563153591894
T,1,W_T,-7.6632869756598865,2.7029695816848895,0.0053910383605221745,1567,119,-0.05845563153591894
T,1,W_I,1.4679345111664692,2.6050441763897916,0.5741657968429695,1567,119,-0.05845563153591894
