channel,h,var,coef,se,p,n,countries,cov_M_F
T,1,infl_z,-0.08520523795009954,0.7956162223273597,0.9148967585436077,1567,119,-0.05845563153591894
T,1,gov_eff_z,-2.552976506972569,3.261872634642973,0.4353876129175517,1567,119,-0.05845563153591894
T,1,growth_lag,-0.2744516684060323,0.18436637340061268,0.13925490381009836,1567,119,-0.05845563153591894
T,1,lgdp_pc,2.38155947230981,7.65820423446325,0.7563634074391532,1567,119,-0.05845563153591894
T,1,outcome_lag,-0.21033821109483677,0.04948251357477698,4.2821175829257975e-05,1567,119,-0.05845563153591894
T,2,M_z,-3.4283022019711282,1.8180979315344628,0.06180054383003392,1467,119,-0.2556425031420036
T,2,MxW_F,-1.644860035121927,0.7614627080760137,0.03278470621941024,1467,119,-0.2556425031420036
T,2,MxW_T,-3.384842767306967,2.1476019031666764,0.11767923777648281,1467,119,-0.2556425031420036
T,2,MxW_I,-2.1555788369741946,1.5293850377365739,0.1613346919122291,1467,119,-0.2556425031420036
T,2,W_F,1.6489931140367675,0.9512432470390051,0.08561646259327961,1467,119,-0.2556425031420036
T,2,W_T,-8.719765084524226,3.4012027825624616,0.011611394985690053,1467,119,-0.2556425031420036
T,2,W_I,2.0164740974283517,3.419374690273057,0.55650579708761,1467,119,-0.2556425031420036
T,2,infl_z,1.3140951991877046,1.1681412979073162,0.2628952025932738,1467,119,-0.2556425031420036
T,2,gov_eff_z,0.6885057208876462,4.140178692965023,0.8682066185708952,1467,119,-0.2556425031420036
T,2,growth_lag,-0.16901744224068158,0.16171380331294494,0.29808351637298935,1467,119,-0.2556425031420036
T,2,lgdp_pc,-10.983707132329375,10.89576424124455,0.31548291264307526,1467,119,-0.2556425031420036
T,2,outcome_lag,-0.3361238430410327,0.046739918981715436,6.348311517653902e-11,1467,119,-0.2556425031420036
T,3,M_z,-2.896132748923254,2.4617277141161837,0.24186047419553733,1363,115,-0.3088248376782461
T,3,MxW_F,-1.68686194741696,0.7959023177910702,0.036223813731947316,1363,115,-0.3088248376782461
T,3,MxW_T,-3.87688075304351,2.779681084446314,0.16581162815564937,1363,115,-0.3088248376782461
T,3,MxW_I,-1.7812041963109215,1.6785781312662251,0.29086979498871857,1363,115,-0.3088248376782461
T,3,W_F,1.694204631947601,1.1899346206178167,0.15724159324310452,1363,115,-0.3088248376782461
T,3,W_T,-7.217771929779695,4.08918159347435,0.08022649359704102,1363,115,-0.3088248376782461
T,3,W_I,4.000945439628322,4.273627845664126,0.3511522401611053,1363,115,-0.3088248376782461
T,3,infl_z,1.7739371745784664,1.4020814090598055,0.20837357606976756,1363,115,-0.3088248376782461
T,3,gov_eff_z,0.187195881251779,4.678679274011869,0.9681548123797509,1363,115,-0.3088248376782461
T,3,growth_lag,-0.32458695891647393,0.16099087708382429,0.046132050708508385,1363,115,-0.3088248376782461
T,3,lgdp_pc,-12.688911534458748,12.285351657916948,0.30386079885463535,1363,115,-0.3088248376782461
T,3,outcome_lag,-0.38068293545311493,0.07959010497440129,5.2075948243324865e-06,1363,115,-0.3088248376782461
T,4,M_z,-1.3459693797972845,2.821626619777828,0.6342698734074718,1263,114,-0.19612412797625248
T,4,MxW_F,-1.6921907967537042,1.0963856125651141,0.1255232193358139,1263,114,-0.19612412797625248
T,4,MxW_T,-4.297977719696868,3.0514995135317453,0.16173434542839696,1263,114,-0.19612412797625248
T,4,MxW_I,-1.4642392847798895,1.750159648873795,0.4045653305292283,1263,114,-0.19612412797625248
T,4,W_F,1.777787772630902,1.5562658770128814,0.255726622925215,1263,114,-0.19612412797625248
T,4,W_T,-9.693462169819266,4.6822074502533555,0.040705264342310477,1263,114,-0.19612412797625248
T,4,W_I,5.764657818262268,4.001269706953547,0.15243258772436577,1263,114,-0.19612412797625248
T,4,infl_z,2.3908974615791183,1.756133914814403,0.1760784055151597,1263,114,-0.19612412797625248
T,4,gov_eff_z,3.547243776310177,5.643199941982138,0.5308878097502663,1263,114,-0.19612412797625248
T,4,growth_lag,0.21121044043950002,0.2566111125565202,0.4121984138051564,1263,114,-0.19612412797625248
T,4,lgdp_pc,-19.01315898264219,13.149306537174608,0.150960841748404,1263,114,-0.19612412797625248
T,4,outcome_lag,-0.38134916516143924,0.08303376875155279,1.1435742657736933e-05,1263,114,-0.19612412797625248
F,-2,M_z,0.24294927675040584,0.5933431581463257,0.6829333189563613,1488,121,0.10257899773508414
F,-2,MxW_F,0.42163511453863084,0.3235949792238087,0.19507913418364087,1488,121,0.10257899773508414
F,-2,MxW_T,0.8079490144661806,0.46257667546723413,0.08326074665042839,1488,121,0.10257899773508414
F,-2,MxW_I,0.16852318464439675,0.41735033460871435,0.6870835405579594,1488,121,0.10257899773508414
F,-2,W_F,3.3349591788063133,0.25362138863461636,5.256212607393632e-25,1488,121,0.10257899773508414
F,-2,W_T,-1.8828380154625841,1.0611404377190357,0.07854066936828114,1488,121,0.10257899773508414
F,-2,W_I,-0.22155197485620515,0.7163156631843884,0.7576344584097987,1488,121,0.10257899773508414
F,-2,infl_z,0.04675740792409688,0.1879832754361299,0.803993486732133,1488,121,0.10257899773508414
F,-2,gov_eff_z,0.4970402554287252,0.8334335296027475,0.5520470345119571,1488,121,0.10257899773508414
F,-2,lgdp_pc,1.5410644987699147,1.7882467815023548,0.39053072576710623,1488,121,0.10257899773508414
F,-1,M_z,0.16760079660997831,0.2844940329491169,0.5568889687513272,1594,121,0.0219771532179661
F,-1,MxW_F,0.3829488972571181,0.18048598019407067,0.0359141330960763,1594,121,0.0219771532179661
F,-1,MxW_T,0.5442986715533986,0.24816959398458013,0.03021709894062341,1594,121,0.0219771532179661
F,-1,MxW_I,0.10742753547162187,0.24304941345826991,0.6592856515286061,1594,121,0.0219771532179661
F,-1,W_F,1.5011317858299025,0.18989202465613758,1.4581907166387995e-12,1594,121,0.0219771532179661
F,-1,W_T,-0.9906415625895573,0.5463864558176598,0.07231921339339491,1594,121,0.0219771532179661
F,-1,W_I,-0.19249173064763891,0.3983450843193101,0.6298139484522305,1594,121,0.0219771532179661
F,-1,infl_z,0.19453201802283585,0.14076024753656233,0.16953595256893816,1594,121,0.0219771532179661
F,-1,gov_eff_z,0.14764683783787097,0.45464537961064,0.7459344937643599,1594,121,0.0219771532179661
F,-1,lgdp_pc,0.6192124386298286,0.889199070591404,0.4875431837633952,1594,121,0.0219771532179661
F,0,M_z,0.27629748518759184,0.2194929509732683,0.2105463509841543,1663,121,0.0014914773567765393
F,0,MxW_F,0.2254880006874732,0.1963687391796221,0.25313330613546714,1663,121,0.0014914773567765393
F,0,MxW_T,0.04535477824251327,0.3001085350286202,0.8801285718353113,1663,121,0.0014914773567765393
F,0,MxW_I,-0.14616492334320186,0.23095433482630698,0.5280203074386807,1663,121,0.0014914773567765393
F,0,W_F,-1.5480869881330908,0.27242102744727,9.460950179403105e-08,1663,121,0.0014914773567765393
F,0,W_T,-0.912238359102527,0.6333172199768334,0.1523545952586091,1663,121,0.0014914773567765393
F,0,W_I,-0.02848059088872531,0.3020402453044376,0.9250328616013751,1663,121,0.0014914773567765393
F,0,infl_z,0.346293246543831,0.12304873685793598,0.005715045839799182,1663,121,0.0014914773567765393
F,0,gov_eff_z,0.5768968723558764,0.5731058760195601,0.3161453701270054,1663,121,0.0014914773567765393
F,0,growth_lag,-0.09733656263240974,0.04024482030152774,0.017082117238907662,1663,121,0.0014914773567765393
F,0,lgdp_pc,-4.26011607819277,1.4473184910722148,0.003897715494078248,1663,121,0.0014914773567765393
F,1,M_z,0.7139730349606618,0.44625956834060887,0.11227123900011868,1562,120,0.04536201338755239
F,1,MxW_F,0.6303909520227284,0.2859785781339988,0.029424868474199974,1562,120,0.04536201338755239
F,1,MxW_T,-0.20392758551438855,0.46553128087139906,0.6621416588894559,1562,120,0.04536201338755239
F,1,MxW_I,-0.3753619451210407,0.40845900139735386,0.3599697509788931,1562,120,0.04536201338755239
F,1,W_F,-3.595709002054012,0.4517112306303299,1.1359765220336275e-12,1562,120,0.04536201338755239
F,1,W_T,-2.0034117462164183,1.0331970249816076,0.0548636441864382,1562,120,0.04536201338755239
F,1,W_I,-0.3577449001961025,0.5981691628766823,0.5509321468594299,1562,120,0.04536201338755239
F,1,infl_z,0.5457483184358249,0.24043637141473556,0.025018316182358082,1562,120,0.04536201338755239
F,1,gov_eff_z,0.9079798407271535,1.0784592647260838,0.40151977180148624,1562,120,0.04536201338755239
F,1,growth_lag,-0.16394108119071493,0.05496403172261464,0.003466870911593249,1562,120,0.04536201338755239
F,1,lgdp_pc,-6.7862987906888685,2.580213750046128,0.009663318684259193,1562,120,0.04536201338755239
F,2,M_z,1.3038746891499697,0.6531516222684824,0.04818631627052312,1462,120,0.1436084612017582
F,2,MxW_F,1.0600348160934918,0.39799924324434105,0.00880672650379623,1462,120,0.1436084612017582
F,2,MxW_T,-0.4806575319010653,0.6049229730553719,0.428441744241792,1462,120,0.1436084612017582
F,2,MxW_I,-0.4586657764589109,0.486468955335739,0.3476694116245776,1462,120,0.1436084612017582
F,2,W_F,-5.790298828728413,0.4083943114639679,2.5061334174808974e-27,1462,120,0.1436084612017582
F,2,W_T,-3.0280322867689886,1.1803336657900436,0.011547766275573612,1462,120,0.1436084612017582
F,2,W_I,-0.5231963017040084,0.8029252669079094,0.5159075278081644,1462,120,0.1436084612017582
F,2,infl_z,0.48931764136762745,0.4589501526194383,0.2885063677933827,1462,120,0.1436084612017582
F,2,gov_eff_z,1.4401303295708696,1.400304664201636,0.3058284328220582,1462,120,0.1436084612017582
F,2,growth_lag,-0.12665252102173266,0.06422620511737301,0.050932199472037275,1462,120,0.1436084612017582
F,2,lgdp_pc,-8.634133001246273,3.1078511214059015,0.006354042829602659,1462,120,0.1436084612017582
F,3,M_z,1.1984649992937473,0.6694790729895618,0.07603923024519865,1357,117,0.11382233688077051
F,3,MxW_F,0.9761448537173829,0.3268563811198874,0.003443889763133017,1357,117,0.11382233688077051
F,3,MxW_T,-0.4435977721161295,0.6850188281981072,0.5185425487768243,1357,117,0.11382233688077051
F,3,MxW_I,-0.19001035029729518,0.4972255699212286,0.7030558703616984,1357,117,0.11382233688077051
F,3,W_F,-7.650072838470331,0.2444487240366361,2.1688287765240392e-58,1357,117,0.11382233688077051
F,3,W_T,-3.444932284914149,1.2300530523065951,0.005976738444750784,1357,117,0.11382233688077051
F,3,W_I,-0.6765230345135054,0.8785129178656076,0.4428193644456651,1357,117,0.11382233688077051
F,3,infl_z,0.06677812050502818,0.4494024317594439,0.8821326893170012,1357,117,0.11382233688077051
F,3,gov_eff_z,1.3975695132101422,1.6521300016153906,0.3993390769287968,1357,117,0.11382233688077051
F,3,growth_lag,-0.13965716186869134,0.06203791327270233,0.02625903125665415,1357,117,0.11382233688077051
F,3,lgdp_pc,-6.83775810607399,2.7508081892751046,0.014353653478296495,1357,117,0.11382233688077051
F,4,M_z,0.9291048804672909,0.6714763751263753,0.16913797052074483,1258,116,0.08059545492856802
F,4,MxW_F,0.8333742866267244,0.2920473377581697,0.005128661302421833,1258,116,0.08059545492856802
F,4,MxW_T,-0.41111476796206303,0.6801547969878342,0.5467398733857074,1258,116,0.08059545492856802
F,4,MxW_I,0.04030916209993629,0.46509663050854433,0.9310858508156947,1258,116,0.08059545492856802
F,4,W_F,-9.18642796135422,0.39475722613948433,2.5654289411327792e-45,1258,116,0.08059545492856802
F,4,W_T,-3.5789376156185346,1.1711076008571772,0.0027888067459547325,1258,116,0.08059545492856802
F,4,W_I,-0.5356804824291084,0.8338229515707264,0.5218668186523644,1258,116,0.08059545492856802
F,4,infl_z,-0.09293134625780475,0.4820103725059503,0.847456092251045,1258,116,0.08059545492856802
F,4,gov_eff_z,1.3217065303796431,1.6986916794724944,0.4381237216720699,1258,116,0.08059545492856802
F,4,growth_lag,-0.10729971779479412,0.05972416253155937,0.07502614568645075,1258,116,0.08059545492856802
F,4,lgdp_pc,-4.83275381870223,3.135984467000357,0.12604835229671033,1258,116,0.08059545492856802
